id,label
1,sad
2,joy
3,surprise
4,sad
5,joy
6,joy
7,fear
8,joy
9,fear
10,surprise
11,joy
12,sad
13,sad
14,sad
15,fear
16,joy
17,joy
18,joy
19,surprise
20,joy
21,fear
22,joy
23,joy
24,sad
25,surprise
26,sad
27,sad
28,joy
29,sad
30,sad
31,joy
32,sad
33,sad
34,joy
35,fear
36,joy
37,joy
38,joy
39,sad
40,fear
41,sad
42,sad
43,joy
44,joy
45,joy
46,fear
47,joy
48,joy
49,joy
50,surprise
51,sad
52,joy
53,joy
54,joy
55,joy
56,sad
57,sad
58,fear
59,sad
60,joy
61,joy
62,joy
63,sad
64,fear
65,joy
66,joy
67,joy
68,sad
69,sad
70,surprise
71,sad
72,sad
73,sad
74,joy
75,sad
76,joy
77,sad
78,sad
79,joy
80,joy
81,joy
82,joy
83,surprise
84,fear
85,sad
86,sad
87,joy
88,surprise
89,joy
90,sad
91,joy
92,fear
93,joy
94,fear
95,disgust
96,joy
97,fear
98,sad
99,sad
100,surprise
101,sad
102,joy
103,fear
104,joy
105,joy
106,fear
107,sad
108,joy
109,joy
110,joy
111,surprise
112,surprise
113,sad
114,joy
115,sad
116,joy
117,joy
118,joy
119,fear
120,anger
121,joy
122,anger
123,sad
124,sad
125,sad
126,joy
127,fear
128,surprise
129,surprise
130,surprise
131,fear
132,sad
133,fear
134,joy
135,sad
136,anger
137,sad
138,sad
139,joy
140,fear
141,fear
142,surprise
143,fear
144,sad
145,sad
146,joy
147,sad
148,joy
149,fear
150,joy
151,fear
152,fear
153,joy
154,sad
155,sad
156,joy
157,fear
158,joy
159,joy
160,joy
161,sad
162,joy
163,joy
164,joy
165,joy
166,joy
167,joy
168,fear
169,joy
170,joy
171,joy
172,surprise
173,joy
174,joy
175,sad
176,joy
177,joy
178,surprise
179,sad
180,joy
181,sad
182,joy
183,joy
184,sad
185,fear
186,joy
187,sad
188,joy
189,surprise
190,joy
191,joy
192,joy
193,joy
194,joy
195,sad
196,
197,surprise
198,surprise
199,joy
200,sad
201,joy
202,joy
203,fear
204,joy
205,joy
206,anger
207,surprise
208,joy
209,joy
210,surprise
211,joy
212,sad
213,surprise
214,joy
215,sad
216,joy
217,joy
218,fear
219,anger
220,surprise
221,joy
222,surprise
223,joy
224,surprise
225,fear
226,joy
227,fear
228,joy
229,joy
230,sad
231,joy
232,joy
233,joy
234,joy
235,joy
236,fear
237,sad
238,joy
239,joy
240,joy
241,joy
242,joy
243,sad
244,sad
245,fear
246,fear
247,surprise
248,sad
249,sad
250,joy
251,fear
252,joy
253,joy
254,joy
255,joy
256,fear
257,sad
258,surprise
259,sad
260,sad
261,joy
262,joy
263,surprise
264,joy
265,joy
266,
267,sad
268,joy
269,joy
270,joy
271,anger
272,joy
273,joy
274,joy
275,fear
276,joy
277,joy
278,surprise
279,joy
280,sad
281,joy
282,joy
283,surprise
284,joy
285,joy
286,fear
287,joy
288,joy
289,fear
290,surprise
291,joy
292,joy
293,joy
294,surprise
295,joy
296,joy
297,joy
298,surprise
299,joy
300,joy
301,joy
302,surprise
303,joy
304,surprise
305,joy
306,disgust
307,sad
308,sad
309,joy
310,sad
311,joy
